"transaction_id","posted_at","fiscal_year","fiscal_period","vendor_name","vendor_id","supplier_country","gl_account","account_name","department","cost_center","region","currency","fx_rate_used","amount_original","amount_usd","debit","credit","invoice_number","po_number","payment_method","posted_by","approved_by","approval_status","document_status","related_party_flag","risk_hint","description"
"TRX-000373","2026-01-15 00:49:00","2026","P01","Unknown Vendor","V-0258","UK","6600","Legal fees","Executive","CC-052","UK","GBP","1.27","47517.32","60347","60347","0","INV-013801","PO-011563","Manual journal","s.iyer","v.shah","approved","missing_sow","N","materiality","Sample ledger transaction for Unknown Vendor - Legal fees"
"TRX-000374","2026-01-16 03:02:00","2026","P01","SkyHigh Travel","V-0287","APAC","6100","Travel and expense","Operations","CC-059","APAC","SGD","0.74","82075.68","60736","60736","0","INV-013838","PO-011594","UPI","m.lee","r.menon","approved","unsigned_invoice","N","materiality","Sample ledger transaction for SkyHigh Travel - Travel and expense"
"TRX-000375","2026-01-17 06:15:00","2026","P01","GreenLeaf Facilities","V-0316","India","6600","Legal fees","Procurement","CC-066","India","USD","1","61125","61125","61125","0","INV-013875","PO-011625","Check","p.nair","n.patel","approved","pending_registry","N","materiality","Sample ledger transaction for GreenLeaf Facilities - Legal fees"
"TRX-000376","2026-01-17 09:28:00","2026","P01","Test Supplier LLC","V-0025","UK","6100","Travel and expense","Facilities","CC-073","UK","INR","0.012","5126166.67","61514","61514","0","INV-013912","PO-011656","Corporate card","admin","p.nair","approved","manual_override","N","materiality","Sample ledger transaction for Test Supplier LLC - Travel and expense"
"TRX-000377","2026-01-18 12:41:00","2026","P01","Staples Inc","V-0054","APAC","6600","Legal fees","Sales","CC-080","APAC","EUR","1.08","57317.59","61903","61903","0","INV-013949","PO-011687","Wire","l.ortiz","m.lee","approved","duplicate_support","N","materiality","Sample ledger transaction for Staples Inc - Legal fees"
"TRX-000378","2026-01-19 15:54:00","2026","P01","Omega Legal LLP","V-0083","India","6100","Travel and expense","HR","CC-007","India","GBP","1.27","-49048.82","-62292","0","62292","INV-013986","","ACH","j.martin","a.anand","manual_override","complete","N","materiality","Sample ledger transaction for Omega Legal LLP - Travel and expense"
"TRX-000379","2026-01-20 18:07:00","2026","P01","Rao Family Trust","V-0112","UK","6600","Legal fees","Marketing","CC-014","UK","SGD","0.74","84704.05","62681","62681","0","INV-014023","PO-011749","Manual journal","system","j.martin","approved","missing_sow","Y","related_party_material","Sample ledger transaction for Rao Family Trust - Legal fees"
"TRX-000380","2026-01-21 21:20:00","2026","P01","Northstar Advisory","V-0141","APAC","6100","Travel and expense","Finance","CC-021","APAC","USD","1","63070","63070","63070","0","INV-014060","PO-011780","UPI","a.anand","c.reed","approved","unsigned_invoice","N","materiality","Sample ledger transaction for Northstar Advisory - Travel and expense"
"TRX-000381","2026-01-23 00:33:00","2026","P01","Nova Cloud Services","V-0170","India","6600","Legal fees","IT","CC-028","India","INR","0.012","5288250","63459","63459","0","INV-014097","PO-011811","Check","n.patel","v.shah","approved","pending_registry","N","materiality","Sample ledger transaction for Nova Cloud Services - Legal fees"
"TRX-000382","2026-01-24 03:46:00","2026","P01","Atlas Hardware","V-0199","UK","6100","Travel and expense","Legal","CC-035","UK","EUR","1.08","59118.52","63848","63848","0","INV-014134","PO-011842","Corporate card","rkumar","r.menon","approved","manual_override","N","materiality","Sample ledger transaction for Atlas Hardware - Travel and expense"
"TRX-000383","2026-01-25 06:59:00","2026","P01","Keller Logistics","V-0228","APAC","6600","Legal fees","Executive","CC-042","APAC","GBP","1.27","50580.31","64237","64237","0","INV-014171","PO-011873","Wire","s.iyer","n.patel","approved","duplicate_support","N","materiality","Sample ledger transaction for Keller Logistics - Legal fees"
"TRX-000384","2026-01-25 09:12:00","2026","P01","Metro Office Supply","V-0257","India","6100","Travel and expense","Operations","CC-049","India","SGD","0.74","87332.43","64626","64626","0","INV-014208","","ACH","m.lee","p.nair","approved","complete","N","materiality","Sample ledger transaction for Metro Office Supply - Travel and expense"
"TRX-000385","2026-01-26 12:25:00","2026","P01","Swift Courier","V-0286","UK","6600","Legal fees","Procurement","CC-056","UK","USD","1","65015","65015","65015","0","INV-014245","PO-011935","Manual journal","p.nair","m.lee","approved","missing_sow","N","materiality","Sample ledger transaction for Swift Courier - Legal fees"
"TRX-000386","2026-01-27 15:38:00","2026","P01","BluePeak Software","V-0315","APAC","6100","Travel and expense","Facilities","CC-063","APAC","INR","0.012","5450333.33","65404","65404","0","INV-014282","PO-011966","UPI","admin","a.anand","approved","unsigned_invoice","N","materiality","Sample ledger transaction for BluePeak Software - Travel and expense"
"TRX-000387","2026-01-28 18:51:00","2026","P01","Pioneer Freight","V-0024","India","6600","Legal fees","Sales","CC-070","India","EUR","1.08","-60919.44","-65793","0","65793","INV-014319","PO-011997","Check","l.ortiz","j.martin","approved","pending_registry","N","materiality","Sample ledger transaction for Pioneer Freight - Legal fees"
"TRX-000388","2026-01-29 21:04:00","2026","P01","Crescent Contractors","V-0053","UK","6100","Travel and expense","HR","CC-077","UK","GBP","1.27","45669.29","58000","58000","0","INV-014356","PO-012028","Corporate card","j.martin","c.reed","approved","manual_override","N","materiality","Sample ledger transaction for Crescent Contractors - Travel and expense"
"TRX-000389","2026-01-31 00:17:00","2026","P01","AdReach Media","V-0082","APAC","6600","Legal fees","Marketing","CC-004","APAC","SGD","0.74","89960.81","66571","66571","0","INV-014393","PO-012059","Wire","system","v.shah","approved","duplicate_support","N","materiality","Sample ledger transaction for AdReach Media - Legal fees"
"TRX-000390","2026-02-01 03:30:00","2026","P02","Zenith Consulting","V-0111","India","6100","Travel and expense","Finance","CC-011","India","USD","1","66960","66960","66960","0","INV-014430","","ACH","a.anand","r.menon","approved","complete","N","materiality","Sample ledger transaction for Zenith Consulting - Travel and expense"
"TRX-000391","2026-02-02 06:43:00","2026","P02","Mehta Family Holdings","V-0140","UK","6600","Legal fees","IT","CC-018","UK","INR","0.012","5612416.67","67349","67349","0","INV-014467","PO-012121","Manual journal","n.patel","n.patel","self_approved","missing_sow","Y","related_party_material","Sample ledger transaction for Mehta Family Holdings - Legal fees"
"TRX-000392","2026-02-02 09:56:00","2026","P02","Vertex Components","V-0169","APAC","6100","Travel and expense","Legal","CC-025","APAC","EUR","1.08","62720.37","67738","67738","0","INV-014504","PO-012152","UPI","rkumar","p.nair","manual_override","unsigned_invoice","N","materiality","Sample ledger transaction for Vertex Components - Travel and expense"
"TRX-000393","2026-02-03 12:09:00","2026","P02","Unknown Vendor","V-0198","India","6600","Legal fees","Executive","CC-032","India","GBP","1.27","53643.31","68127","68127","0","INV-014541","PO-012183","Check","s.iyer","m.lee","approved","pending_registry","N","materiality","Sample ledger transaction for Unknown Vendor - Legal fees"
"TRX-000394","2026-02-04 15:22:00","2026","P02","SkyHigh Travel","V-0227","UK","6100","Travel and expense","Operations","CC-039","UK","SGD","0.74","92589.19","68516","68516","0","INV-014578","PO-012214","Corporate card","m.lee","a.anand","approved","manual_override","N","materiality","Sample ledger transaction for SkyHigh Travel - Travel and expense"
"TRX-000395","2026-02-05 18:35:00","2026","P02","GreenLeaf Facilities","V-0256","APAC","6600","Legal fees","Procurement","CC-046","APAC","USD","1","68905","68905","68905","0","INV-014615","PO-012245","Wire","p.nair","j.martin","approved","duplicate_support","N","materiality","Sample ledger transaction for GreenLeaf Facilities - Legal fees"
"TRX-000396","2026-02-06 21:48:00","2026","P02","Test Supplier LLC","V-0285","India","6100","Travel and expense","Facilities","CC-053","India","INR","0.012","-5774500","-69294","0","69294","INV-014652","","ACH","admin","c.reed","approved","complete","N","materiality","Sample ledger transaction for Test Supplier LLC - Travel and expense"
"TRX-000397","2026-02-08 00:01:00","2026","P02","Staples Inc","V-0314","UK","6600","Legal fees","Sales","CC-060","UK","EUR","1.08","64521.3","69683","69683","0","INV-014689","PO-012307","Manual journal","l.ortiz","v.shah","approved","missing_sow","N","materiality","Sample ledger transaction for Staples Inc - Legal fees"
"TRX-000398","2026-02-09 03:14:00","2026","P02","Omega Legal LLP","V-0023","APAC","6100","Travel and expense","HR","CC-067","APAC","GBP","1.27","55174.8","70072","70072","0","INV-014726","PO-012338","UPI","j.martin","r.menon","approved","unsigned_invoice","N","materiality","Sample ledger transaction for Omega Legal LLP - Travel and expense"
"TRX-000399","2026-02-10 06:27:00","2026","P02","Rao Family Trust","V-0052","India","6600","Legal fees","Marketing","CC-074","India","SGD","0.74","95217.57","70461","70461","0","INV-014763","PO-012369","Check","system","n.patel","approved","pending_registry","Y","related_party_material","Sample ledger transaction for Rao Family Trust - Legal fees"
"TRX-000400","2026-02-10 09:40:00","2026","P02","Northstar Advisory","V-0081","UK","6100","Travel and expense","Finance","CC-001","UK","USD","1","70850","70850","70850","0","INV-014800","PO-012400","Corporate card","a.anand","p.nair","approved","manual_override","N","materiality","Sample ledger transaction for Northstar Advisory - Travel and expense"
"TRX-000401","2026-02-11 12:53:00","2026","P02","Nova Cloud Services","V-0110","APAC","6600","Legal fees","IT","CC-008","APAC","INR","0.012","5936583.33","71239","71239","0","INV-014837","PO-012431","Wire","n.patel","m.lee","approved","duplicate_support","N","materiality","Sample ledger transaction for Nova Cloud Services - Legal fees"
"TRX-000402","2026-02-12 15:06:00","2026","P02","Atlas Hardware","V-0139","India","6100","Travel and expense","Legal","CC-015","India","EUR","1.08","66322.22","71628","71628","0","INV-014874","","ACH","rkumar","rkumar","self_approved","complete","N","materiality","Sample ledger transaction for Atlas Hardware - Travel and expense"
"TRX-000403","2026-02-13 18:19:00","2026","P02","Keller Logistics","V-0168","UK","6600","Legal fees","Executive","CC-022","UK","GBP","1.27","56706.3","72017","72017","0","INV-014911","PO-012493","Manual journal","s.iyer","j.martin","approved","missing_sow","N","materiality","Sample ledger transaction for Keller Logistics - Legal fees"
"TRX-000404","2026-02-14 21:32:00","2026","P02","Metro Office Supply","V-0197","APAC","6100","Travel and expense","Operations","CC-029","APAC","SGD","0.74","97845.95","72406","72406","0","INV-014948","PO-012524","UPI","m.lee","c.reed","approved","unsigned_invoice","N","materiality","Sample ledger transaction for Metro Office Supply - Travel and expense"
"TRX-000405","2026-02-16 00:45:00","2026","P02","Swift Courier","V-0226","India","6600","Legal fees","Procurement","CC-036","India","USD","1","-72795","-72795","0","72795","INV-014985","PO-012555","Check","p.nair","v.shah","approved","pending_registry","N","materiality","Sample ledger transaction for Swift Courier - Legal fees"
"TRX-000406","2026-02-17 03:58:00","2026","P02","BluePeak Software","V-0255","UK","6100","Travel and expense","Facilities","CC-043","UK","INR","0.012","6098666.67","73184","73184","0","INV-015022","PO-012586","Corporate card","admin","r.menon","manual_override","manual_override","N","materiality","Sample ledger transaction for BluePeak Software - Travel and expense"
"TRX-000407","2026-02-18 06:11:00","2026","P02","Pioneer Freight","V-0284","APAC","6600","Legal fees","Sales","CC-050","APAC","EUR","1.08","68123.15","73573","73573","0","INV-015059","PO-012617","Wire","l.ortiz","n.patel","approved","duplicate_support","N","materiality","Sample ledger transaction for Pioneer Freight - Legal fees"
"TRX-000408","2026-02-18 09:24:00","2026","P02","Crescent Contractors","V-0313","India","6100","Travel and expense","HR","CC-057","India","GBP","1.27","58237.8","73962","73962","0","INV-015096","","ACH","j.martin","p.nair","approved","complete","N","materiality","Sample ledger transaction for Crescent Contractors - Travel and expense"
"TRX-000409","2026-02-19 12:37:00","2026","P02","AdReach Media","V-0022","UK","6600","Legal fees","Marketing","CC-064","UK","SGD","0.74","100474.32","74351","74351","0","INV-015133","PO-012679","Manual journal","system","m.lee","approved","missing_sow","N","materiality","Sample ledger transaction for AdReach Media - Legal fees"
"TRX-000410","2026-02-20 15:50:00","2026","P02","Zenith Consulting","V-0051","APAC","6100","Travel and expense","Finance","CC-071","APAC","USD","1","75000","75000","75000","0","INV-015170","PO-012710","UPI","a.anand","a.anand","self_approved","unsigned_invoice","N","materiality","Sample ledger transaction for Zenith Consulting - Travel and expense"
"TRX-000411","2026-02-21 18:03:00","2026","P02","Mehta Family Holdings","V-0080","India","6600","Legal fees","IT","CC-078","India","INR","0","7512900","75129","75129","0","INV-015207","PO-012741","Check","n.patel","j.martin","approved","pending_registry","Y","related_party_material","Sample ledger transaction for Mehta Family Holdings - Legal fees"
"TRX-000412","2026-02-22 21:16:00","2026","P02","Vertex Components","V-0109","UK","6100","Travel and expense","Legal","CC-005","UK","EUR","1.08","69924.07","75518","75518","0","INV-015244","PO-012772","Corporate card","rkumar","c.reed","approved","manual_override","N","materiality","Sample ledger transaction for Vertex Components - Travel and expense"
"TRX-000413","2026-02-24 00:29:00","2026","P02","Unknown Vendor","V-0138","APAC","6600","Legal fees","Executive","CC-012","APAC","GBP","1.27","59769.29","75907","75907","0","INV-015281","PO-012803","Wire","s.iyer","v.shah","approved","duplicate_support","N","materiality","Sample ledger transaction for Unknown Vendor - Legal fees"
"TRX-000414","2026-02-25 03:42:00","2026","P02","SkyHigh Travel","V-0167","India","6100","Travel and expense","Operations","CC-019","India","SGD","0.74","-103102.7","-76296","0","76296","INV-015318","","ACH","m.lee","r.menon","approved","complete","N","materiality","Sample ledger transaction for SkyHigh Travel - Travel and expense"
